rank,expression,count,frequency_score,source
2267,across the river,64,36.3,OpenSubtitles v2018 / OPUS
2268,see what i mean,64,36.3,OpenSubtitles v2018 / OPUS
2269,want is,64,36.3,OpenSubtitles v2018 / OPUS
2270,in command,64,36.3,OpenSubtitles v2018 / OPUS
2271,do you really,64,36.3,OpenSubtitles v2018 / OPUS
2272,you won't be,64,36.3,OpenSubtitles v2018 / OPUS
2273,think it was,64,36.3,OpenSubtitles v2018 / OPUS
2274,here by,64,36.3,OpenSubtitles v2018 / OPUS
2275,and that's the,64,36.3,OpenSubtitles v2018 / OPUS
2276,must get,64,36.3,OpenSubtitles v2018 / OPUS
2277,by surprise,64,36.3,OpenSubtitles v2018 / OPUS
2278,thank you miss,64,36.3,OpenSubtitles v2018 / OPUS
2279,are ready,64,36.3,OpenSubtitles v2018 / OPUS
2280,you doing in,63,36.1,OpenSubtitles v2018 / OPUS
2281,gonna be a,63,36.1,OpenSubtitles v2018 / OPUS
2282,that it's,63,36.1,OpenSubtitles v2018 / OPUS
2283,it happened,63,36.1,OpenSubtitles v2018 / OPUS
2284,tell me why,63,36.1,OpenSubtitles v2018 / OPUS
2285,i just can't,63,36.1,OpenSubtitles v2018 / OPUS
2286,the time of,63,36.1,OpenSubtitles v2018 / OPUS
2287,you go on,63,36.1,OpenSubtitles v2018 / OPUS
2288,want him to,63,36.1,OpenSubtitles v2018 / OPUS
2289,me down,63,36.1,OpenSubtitles v2018 / OPUS
2290,just look,63,36.1,OpenSubtitles v2018 / OPUS
2291,walk on,63,36.1,OpenSubtitles v2018 / OPUS
2292,you're making,63,36.1,OpenSubtitles v2018 / OPUS
2293,run along,63,36.1,OpenSubtitles v2018 / OPUS
2294,is just a,63,36.1,OpenSubtitles v2018 / OPUS
2295,way down,63,36.1,OpenSubtitles v2018 / OPUS
2296,said in,63,36.1,OpenSubtitles v2018 / OPUS
2297,on account of,63,36.1,OpenSubtitles v2018 / OPUS
2298,we wouldn't,63,36.1,OpenSubtitles v2018 / OPUS
2299,wouldn't do,63,36.1,OpenSubtitles v2018 / OPUS
2300,not in the,63,36.1,OpenSubtitles v2018 / OPUS
2301,things in,63,36.1,OpenSubtitles v2018 / OPUS
2302,off it,63,36.1,OpenSubtitles v2018 / OPUS
2303,a thing like,63,36.1,OpenSubtitles v2018 / OPUS
2304,oh come,63,36.1,OpenSubtitles v2018 / OPUS
2305,didn't think,63,36.1,OpenSubtitles v2018 / OPUS
2306,no i don't want,63,36.1,OpenSubtitles v2018 / OPUS
2307,come on now,63,36.1,OpenSubtitles v2018 / OPUS
2308,in years,63,36.1,OpenSubtitles v2018 / OPUS
2309,it's done,63,36.1,OpenSubtitles v2018 / OPUS
2310,they wouldn't,63,36.1,OpenSubtitles v2018 / OPUS
2311,i don't understand you,63,36.1,OpenSubtitles v2018 / OPUS
2312,your back,63,36.1,OpenSubtitles v2018 / OPUS
2313,i know all,63,36.1,OpenSubtitles v2018 / OPUS
2314,to get to,63,36.1,OpenSubtitles v2018 / OPUS
2315,you right,63,36.1,OpenSubtitles v2018 / OPUS
2316,just the same,63,36.1,OpenSubtitles v2018 / OPUS
2317,put in,63,36.1,OpenSubtitles v2018 / OPUS
2318,it's mine,63,36.1,OpenSubtitles v2018 / OPUS
2319,i know the,62,36.0,OpenSubtitles v2018 / OPUS
2320,i can't get,62,36.0,OpenSubtitles v2018 / OPUS
2321,in touch,62,36.0,OpenSubtitles v2018 / OPUS
2322,i'll help,62,36.0,OpenSubtitles v2018 / OPUS
2323,after we,62,36.0,OpenSubtitles v2018 / OPUS
2324,no i'll,62,36.0,OpenSubtitles v2018 / OPUS
2325,i'll get you,62,36.0,OpenSubtitles v2018 / OPUS
2326,it out of,62,36.0,OpenSubtitles v2018 / OPUS
2327,then you'll,62,36.0,OpenSubtitles v2018 / OPUS
2328,to tell him,62,36.0,OpenSubtitles v2018 / OPUS
2329,in such,62,36.0,OpenSubtitles v2018 / OPUS
2330,and get it,62,36.0,OpenSubtitles v2018 / OPUS
2331,away to,62,36.0,OpenSubtitles v2018 / OPUS
2332,all right i'll,62,36.0,OpenSubtitles v2018 / OPUS
2333,out to the,62,36.0,OpenSubtitles v2018 / OPUS
2334,don't get it,62,36.0,OpenSubtitles v2018 / OPUS
2335,going in,62,36.0,OpenSubtitles v2018 / OPUS
2336,put it in,62,36.0,OpenSubtitles v2018 / OPUS
2337,get outta,62,36.0,OpenSubtitles v2018 / OPUS
2338,gonna make,62,36.0,OpenSubtitles v2018 / OPUS
2339,in a while,62,36.0,OpenSubtitles v2018 / OPUS
2340,not tell,62,36.0,OpenSubtitles v2018 / OPUS
2341,the same time,62,36.0,OpenSubtitles v2018 / OPUS
2342,out of a,62,36.0,OpenSubtitles v2018 / OPUS
2343,maybe it's,62,36.0,OpenSubtitles v2018 / OPUS
2344,you to go,62,36.0,OpenSubtitles v2018 / OPUS
2345,went on,62,36.0,OpenSubtitles v2018 / OPUS
2346,don't call,62,36.0,OpenSubtitles v2018 / OPUS
2347,over at,62,36.0,OpenSubtitles v2018 / OPUS
2348,to take care of,62,36.0,OpenSubtitles v2018 / OPUS
2349,what'd you,62,36.0,OpenSubtitles v2018 / OPUS
2350,out of town,62,36.0,OpenSubtitles v2018 / OPUS
2351,good look,62,36.0,OpenSubtitles v2018 / OPUS
2352,a good look,62,36.0,OpenSubtitles v2018 / OPUS
2353,didn't make,62,36.0,OpenSubtitles v2018 / OPUS
2354,i didn't say,62,36.0,OpenSubtitles v2018 / OPUS
2355,in the army,61,35.8,OpenSubtitles v2018 / OPUS
2356,i'm doing,61,35.8,OpenSubtitles v2018 / OPUS
2357,you're supposed,61,35.8,OpenSubtitles v2018 / OPUS
2358,you're supposed to,61,35.8,OpenSubtitles v2018 / OPUS
2359,doesn't he,61,35.8,OpenSubtitles v2018 / OPUS
2360,it look,61,35.8,OpenSubtitles v2018 / OPUS
2361,i'm talking to,61,35.8,OpenSubtitles v2018 / OPUS
2362,just go,61,35.8,OpenSubtitles v2018 / OPUS
2363,mean i,61,35.8,OpenSubtitles v2018 / OPUS
2364,i'm getting married,61,35.8,OpenSubtitles v2018 / OPUS
2365,hold the,61,35.8,OpenSubtitles v2018 / OPUS
2366,now that's,61,35.8,OpenSubtitles v2018 / OPUS
2367,wouldn't let,61,35.8,OpenSubtitles v2018 / OPUS
2368,in them,61,35.8,OpenSubtitles v2018 / OPUS
2369,right you,61,35.8,OpenSubtitles v2018 / OPUS
2370,it don't,61,35.8,OpenSubtitles v2018 / OPUS
2371,well get,61,35.8,OpenSubtitles v2018 / OPUS
2372,i've never seen,61,35.8,OpenSubtitles v2018 / OPUS
2373,in from,61,35.8,OpenSubtitles v2018 / OPUS
2374,on them,61,35.8,OpenSubtitles v2018 / OPUS
2375,please sit,61,35.8,OpenSubtitles v2018 / OPUS
2376,please sit down,61,35.8,OpenSubtitles v2018 / OPUS
2377,you are in,61,35.8,OpenSubtitles v2018 / OPUS
2378,let's go to,61,35.8,OpenSubtitles v2018 / OPUS
2379,out again,61,35.8,OpenSubtitles v2018 / OPUS
2380,you can find,61,35.8,OpenSubtitles v2018 / OPUS
2381,please come,61,35.8,OpenSubtitles v2018 / OPUS
2382,would you care to,61,35.8,OpenSubtitles v2018 / OPUS
2383,report on,61,35.8,OpenSubtitles v2018 / OPUS
2384,come on get,61,35.8,OpenSubtitles v2018 / OPUS
2385,maybe i can,61,35.8,OpenSubtitles v2018 / OPUS
2386,which way,61,35.8,OpenSubtitles v2018 / OPUS
2387,didn't kill,61,35.8,OpenSubtitles v2018 / OPUS
2388,all right i,61,35.8,OpenSubtitles v2018 / OPUS
2389,it's on,61,35.8,OpenSubtitles v2018 / OPUS
2390,wait a second,61,35.8,OpenSubtitles v2018 / OPUS
2391,take care of yourself,61,35.8,OpenSubtitles v2018 / OPUS
2392,it's got,61,35.8,OpenSubtitles v2018 / OPUS
2393,you didn't have,61,35.8,OpenSubtitles v2018 / OPUS
2394,that's for,61,35.8,OpenSubtitles v2018 / OPUS
2395,down please,61,35.8,OpenSubtitles v2018 / OPUS
2396,we're lucky,61,35.8,OpenSubtitles v2018 / OPUS
2397,now tell me,61,35.8,OpenSubtitles v2018 / OPUS
2398,ain't it,61,35.8,OpenSubtitles v2018 / OPUS
2399,now wait a,61,35.8,OpenSubtitles v2018 / OPUS
2400,come on out,61,35.8,OpenSubtitles v2018 / OPUS
2401,the time you,61,35.8,OpenSubtitles v2018 / OPUS
2402,me ma'am,61,35.8,OpenSubtitles v2018 / OPUS
2403,just my,60,35.7,OpenSubtitles v2018 / OPUS
2404,her go,60,35.7,OpenSubtitles v2018 / OPUS
2405,you'll come,60,35.7,OpenSubtitles v2018 / OPUS
2406,it's possible,60,35.7,OpenSubtitles v2018 / OPUS
2407,over with,60,35.7,OpenSubtitles v2018 / OPUS
2408,get ready,60,35.7,OpenSubtitles v2018 / OPUS
2409,sure if,60,35.7,OpenSubtitles v2018 / OPUS
2410,on duty,60,35.7,OpenSubtitles v2018 / OPUS
2411,you're in the,60,35.7,OpenSubtitles v2018 / OPUS
2412,don't give me,60,35.7,OpenSubtitles v2018 / OPUS
2413,i've always,60,35.7,OpenSubtitles v2018 / OPUS
2414,it's a question,60,35.7,OpenSubtitles v2018 / OPUS
2415,is gonna,60,35.7,OpenSubtitles v2018 / OPUS
2416,to take a,60,35.7,OpenSubtitles v2018 / OPUS
2417,look what,60,35.7,OpenSubtitles v2018 / OPUS
2418,could find,60,35.7,OpenSubtitles v2018 / OPUS
2419,why i'm,60,35.7,OpenSubtitles v2018 / OPUS
2420,be just,60,35.7,OpenSubtitles v2018 / OPUS
2421,we don't have,60,35.7,OpenSubtitles v2018 / OPUS
2422,out from,60,35.7,OpenSubtitles v2018 / OPUS
2423,i think it,60,35.7,OpenSubtitles v2018 / OPUS
2424,he doesn't know,60,35.7,OpenSubtitles v2018 / OPUS
2425,maybe they,60,35.7,OpenSubtitles v2018 / OPUS
2426,mean a,60,35.7,OpenSubtitles v2018 / OPUS
2427,think you can,60,35.7,OpenSubtitles v2018 / OPUS
2428,in these,60,35.7,OpenSubtitles v2018 / OPUS
2429,gets back,60,35.7,OpenSubtitles v2018 / OPUS
2430,in this town,60,35.7,OpenSubtitles v2018 / OPUS
2431,them in the,60,35.7,OpenSubtitles v2018 / OPUS
2432,grew up,60,35.7,OpenSubtitles v2018 / OPUS
2433,remember me,60,35.7,OpenSubtitles v2018 / OPUS
2434,or maybe,60,35.7,OpenSubtitles v2018 / OPUS
2435,just too,60,35.7,OpenSubtitles v2018 / OPUS
2436,i didn't think,60,35.7,OpenSubtitles v2018 / OPUS
2437,on the beach,60,35.7,OpenSubtitles v2018 / OPUS
2438,of thing,60,35.7,OpenSubtitles v2018 / OPUS
2439,you get out,60,35.7,OpenSubtitles v2018 / OPUS
2440,it's not that,60,35.7,OpenSubtitles v2018 / OPUS
2441,just trying,60,35.7,OpenSubtitles v2018 / OPUS
2442,just trying to,60,35.7,OpenSubtitles v2018 / OPUS
2443,i'm sure it,60,35.7,OpenSubtitles v2018 / OPUS
2444,i've got something to,60,35.7,OpenSubtitles v2018 / OPUS
2445,get excited,60,35.7,OpenSubtitles v2018 / OPUS
2446,i know how you,60,35.7,OpenSubtitles v2018 / OPUS
2447,down in the,60,35.7,OpenSubtitles v2018 / OPUS
2448,tell you how,60,35.7,OpenSubtitles v2018 / OPUS
2449,you get the,60,35.7,OpenSubtitles v2018 / OPUS
2450,it please,60,35.7,OpenSubtitles v2018 / OPUS
2451,to hang,60,35.7,OpenSubtitles v2018 / OPUS
2452,don't understand it,60,35.7,OpenSubtitles v2018 / OPUS
2453,let me out,60,35.7,OpenSubtitles v2018 / OPUS
2454,go to your,60,35.7,OpenSubtitles v2018 / OPUS
2455,spider's web forest,60,35.7,OpenSubtitles v2018 / OPUS
2456,great lord's,60,35.7,OpenSubtitles v2018 / OPUS
2457,the great lord's,60,35.7,OpenSubtitles v2018 / OPUS
2458,it's not true,59,35.6,OpenSubtitles v2018 / OPUS
2459,i'm in the,59,35.6,OpenSubtitles v2018 / OPUS
2460,won't come,59,35.6,OpenSubtitles v2018 / OPUS
2461,you're wrong,59,35.6,OpenSubtitles v2018 / OPUS
2462,love is,59,35.6,OpenSubtitles v2018 / OPUS
2463,just leave,59,35.6,OpenSubtitles v2018 / OPUS
2464,i went through,59,35.6,OpenSubtitles v2018 / OPUS
2465,know it was,59,35.6,OpenSubtitles v2018 / OPUS
2466,i'll stay,59,35.6,OpenSubtitles v2018 / OPUS
2467,through with,59,35.6,OpenSubtitles v2018 / OPUS
2468,on one,59,35.6,OpenSubtitles v2018 / OPUS
2469,time we,59,35.6,OpenSubtitles v2018 / OPUS
2470,sure we,59,35.6,OpenSubtitles v2018 / OPUS
2471,that isn't,59,35.6,OpenSubtitles v2018 / OPUS
2472,i will give,59,35.6,OpenSubtitles v2018 / OPUS
2473,know mr,59,35.6,OpenSubtitles v2018 / OPUS
2474,go inside,59,35.6,OpenSubtitles v2018 / OPUS
2475,didn't see,59,35.6,OpenSubtitles v2018 / OPUS
2476,they call,59,35.6,OpenSubtitles v2018 / OPUS
2477,still don't,59,35.6,OpenSubtitles v2018 / OPUS
2478,are on,59,35.6,OpenSubtitles v2018 / OPUS
2479,we're on,59,35.6,OpenSubtitles v2018 / OPUS
2480,out on the,59,35.6,OpenSubtitles v2018 / OPUS
2481,you're too,59,35.6,OpenSubtitles v2018 / OPUS
2482,of 'em,59,35.6,OpenSubtitles v2018 / OPUS
2483,have a look at,59,35.6,OpenSubtitles v2018 / OPUS
2484,me talk to,59,35.6,OpenSubtitles v2018 / OPUS
2485,let me talk to,59,35.6,OpenSubtitles v2018 / OPUS
2486,to take it,59,35.6,OpenSubtitles v2018 / OPUS
2487,i talk,59,35.6,OpenSubtitles v2018 / OPUS
2488,i'm not afraid,59,35.6,OpenSubtitles v2018 / OPUS
2489,turn in,59,35.6,OpenSubtitles v2018 / OPUS
2490,bad news,59,35.6,OpenSubtitles v2018 / OPUS
2491,they take,59,35.6,OpenSubtitles v2018 / OPUS
2492,please tell,59,35.6,OpenSubtitles v2018 / OPUS
2493,stay away from,59,35.6,OpenSubtitles v2018 / OPUS
2494,no i don't think,59,35.6,OpenSubtitles v2018 / OPUS
2495,tell you i,59,35.6,OpenSubtitles v2018 / OPUS
2496,it's a question of,59,35.6,OpenSubtitles v2018 / OPUS
2497,work beside,59,35.6,OpenSubtitles v2018 / OPUS
2498,eyes right,59,35.6,OpenSubtitles v2018 / OPUS
2499,hate the,59,35.6,OpenSubtitles v2018 / OPUS
2500,problem is,59,35.6,OpenSubtitles v2018 / OPUS
2501,i mean it,59,35.6,OpenSubtitles v2018 / OPUS
2502,job in,59,35.6,OpenSubtitles v2018 / OPUS
2503,know how you feel,59,35.6,OpenSubtitles v2018 / OPUS
2504,we'll try to,59,35.6,OpenSubtitles v2018 / OPUS
2505,and on,59,35.6,OpenSubtitles v2018 / OPUS
2506,no wait,59,35.6,OpenSubtitles v2018 / OPUS
2507,right for,59,35.6,OpenSubtitles v2018 / OPUS
2508,maybe i'll,59,35.6,OpenSubtitles v2018 / OPUS
2509,come back here,59,35.6,OpenSubtitles v2018 / OPUS
2510,now let,59,35.6,OpenSubtitles v2018 / OPUS
2511,should be in,59,35.6,OpenSubtitles v2018 / OPUS
2512,don't you go,59,35.6,OpenSubtitles v2018 / OPUS
2513,why don't you go,59,35.6,OpenSubtitles v2018 / OPUS
2514,i'm giving,59,35.6,OpenSubtitles v2018 / OPUS
2515,him i'll,59,35.6,OpenSubtitles v2018 / OPUS
2516,in the air,58,35.4,OpenSubtitles v2018 / OPUS
2517,i'm an,58,35.4,OpenSubtitles v2018 / OPUS
2518,i'll buy,58,35.4,OpenSubtitles v2018 / OPUS
2519,wrong with you,58,35.4,OpenSubtitles v2018 / OPUS
2520,don't take it,58,35.4,OpenSubtitles v2018 / OPUS
2521,it this way,58,35.4,OpenSubtitles v2018 / OPUS
2522,me don't,58,35.4,OpenSubtitles v2018 / OPUS
2523,care of you,58,35.4,OpenSubtitles v2018 / OPUS
2524,how do you feel,58,35.4,OpenSubtitles v2018 / OPUS
2525,just so,58,35.4,OpenSubtitles v2018 / OPUS
2526,you're talking about,58,35.4,OpenSubtitles v2018 / OPUS
2527,is love,58,35.4,OpenSubtitles v2018 / OPUS
2528,don't touch,58,35.4,OpenSubtitles v2018 / OPUS
2529,went in,58,35.4,OpenSubtitles v2018 / OPUS
2530,they just,58,35.4,OpenSubtitles v2018 / OPUS
2531,can talk,58,35.4,OpenSubtitles v2018 / OPUS
2532,to get away,58,35.4,OpenSubtitles v2018 / OPUS
2533,by his,58,35.4,OpenSubtitles v2018 / OPUS
2534,right back,58,35.4,OpenSubtitles v2018 / OPUS
2535,don't even know,58,35.4,OpenSubtitles v2018 / OPUS
2536,count on,58,35.4,OpenSubtitles v2018 / OPUS
2537,off at,58,35.4,OpenSubtitles v2018 / OPUS
2538,in front of the,58,35.4,OpenSubtitles v2018 / OPUS
2539,on october,58,35.4,OpenSubtitles v2018 / OPUS
2540,take you to,58,35.4,OpenSubtitles v2018 / OPUS
2541,to come in,58,35.4,OpenSubtitles v2018 / OPUS
2542,do you know that,58,35.4,OpenSubtitles v2018 / OPUS
2543,that doesn't,58,35.4,OpenSubtitles v2018 / OPUS
2544,i can tell,58,35.4,OpenSubtitles v2018 / OPUS
2545,doesn't make,58,35.4,OpenSubtitles v2018 / OPUS
2546,when i get,58,35.4,OpenSubtitles v2018 / OPUS
2547,what i'd,58,35.4,OpenSubtitles v2018 / OPUS
2548,thing for,58,35.4,OpenSubtitles v2018 / OPUS
2549,once in a while,58,35.4,OpenSubtitles v2018 / OPUS
2550,in a way,58,35.4,OpenSubtitles v2018 / OPUS
2551,caught in,58,35.4,OpenSubtitles v2018 / OPUS
2552,not matter,58,35.4,OpenSubtitles v2018 / OPUS
2553,i'm sick of,58,35.4,OpenSubtitles v2018 / OPUS
2554,life in,58,35.4,OpenSubtitles v2018 / OPUS
2555,you'll go,58,35.4,OpenSubtitles v2018 / OPUS
2556,we'll find,58,35.4,OpenSubtitles v2018 / OPUS
2557,me i'd,58,35.4,OpenSubtitles v2018 / OPUS
2558,you know a,58,35.4,OpenSubtitles v2018 / OPUS
2559,it sounds,58,35.4,OpenSubtitles v2018 / OPUS
2560,was trying,58,35.4,OpenSubtitles v2018 / OPUS
2561,you care for,58,35.4,OpenSubtitles v2018 / OPUS
2562,miles away,58,35.4,OpenSubtitles v2018 / OPUS
2563,i know how you feel,58,35.4,OpenSubtitles v2018 / OPUS
2564,wrong with that,58,35.4,OpenSubtitles v2018 / OPUS
2565,it's worth,58,35.4,OpenSubtitles v2018 / OPUS
2566,gone down,58,35.4,OpenSubtitles v2018 / OPUS
2567,any good,58,35.4,OpenSubtitles v2018 / OPUS
2568,but you don't,58,35.4,OpenSubtitles v2018 / OPUS
2569,you need to,57,35.3,OpenSubtitles v2018 / OPUS
2570,pick it up,57,35.3,OpenSubtitles v2018 / OPUS
2571,wanna know,57,35.3,OpenSubtitles v2018 / OPUS
2572,in order to,57,35.3,OpenSubtitles v2018 / OPUS
2573,you on your,57,35.3,OpenSubtitles v2018 / OPUS
2574,and maybe,57,35.3,OpenSubtitles v2018 / OPUS
2575,maybe we can,57,35.3,OpenSubtitles v2018 / OPUS
2576,it's our,57,35.3,OpenSubtitles v2018 / OPUS
2577,in the way,57,35.3,OpenSubtitles v2018 / OPUS
2578,isn't she,57,35.3,OpenSubtitles v2018 / OPUS
2579,from time,57,35.3,OpenSubtitles v2018 / OPUS
2580,i just got,57,35.3,OpenSubtitles v2018 / OPUS
2581,important thing,57,35.3,OpenSubtitles v2018 / OPUS
2582,now it's,57,35.3,OpenSubtitles v2018 / OPUS
2583,tell me you,57,35.3,OpenSubtitles v2018 / OPUS
2584,if you think,57,35.3,OpenSubtitles v2018 / OPUS
2585,get so,57,35.3,OpenSubtitles v2018 / OPUS
2586,tell him the,57,35.3,OpenSubtitles v2018 / OPUS
2587,in the street,57,35.3,OpenSubtitles v2018 / OPUS
2588,that out,57,35.3,OpenSubtitles v2018 / OPUS
2589,i know how to,57,35.3,OpenSubtitles v2018 / OPUS
2590,him right,57,35.3,OpenSubtitles v2018 / OPUS
2591,in the name,57,35.3,OpenSubtitles v2018 / OPUS
2592,in the name of,57,35.3,OpenSubtitles v2018 / OPUS
2593,a serious,57,35.3,OpenSubtitles v2018 / OPUS
2594,it really,57,35.3,OpenSubtitles v2018 / OPUS
2595,think she,57,35.3,OpenSubtitles v2018 / OPUS
2596,think you'll,57,35.3,OpenSubtitles v2018 / OPUS
2597,i'm right,57,35.3,OpenSubtitles v2018 / OPUS
2598,get through,57,35.3,OpenSubtitles v2018 / OPUS
2599,it'd be,57,35.3,OpenSubtitles v2018 / OPUS
2600,down your,57,35.3,OpenSubtitles v2018 / OPUS
2601,going to happen,57,35.3,OpenSubtitles v2018 / OPUS
2602,you can't do,57,35.3,OpenSubtitles v2018 / OPUS
2603,you're looking,57,35.3,OpenSubtitles v2018 / OPUS
2604,good as,57,35.3,OpenSubtitles v2018 / OPUS
2605,you're saying,57,35.3,OpenSubtitles v2018 / OPUS
2606,i want to talk,57,35.3,OpenSubtitles v2018 / OPUS
2607,you around,57,35.3,OpenSubtitles v2018 / OPUS
2608,first thing,57,35.3,OpenSubtitles v2018 / OPUS
2609,by the time,57,35.3,OpenSubtitles v2018 / OPUS
2610,you're sure,57,35.3,OpenSubtitles v2018 / OPUS
2611,on in the,57,35.3,OpenSubtitles v2018 / OPUS
2612,it's a matter,57,35.3,OpenSubtitles v2018 / OPUS
2613,it's a matter of,57,35.3,OpenSubtitles v2018 / OPUS
2614,that's not what i,57,35.3,OpenSubtitles v2018 / OPUS
2615,i was right,57,35.3,OpenSubtitles v2018 / OPUS
2616,well there's,57,35.3,OpenSubtitles v2018 / OPUS
2617,now wait a minute,57,35.3,OpenSubtitles v2018 / OPUS
2618,don't seem,57,35.3,OpenSubtitles v2018 / OPUS
2619,i can't take,57,35.3,OpenSubtitles v2018 / OPUS
2620,and go to,57,35.3,OpenSubtitles v2018 / OPUS
2621,i don't understand it,57,35.3,OpenSubtitles v2018 / OPUS
2622,aye that's,57,35.3,OpenSubtitles v2018 / OPUS
2623,leonard vole's,57,35.3,OpenSubtitles v2018 / OPUS
2624,wanna live,57,35.3,OpenSubtitles v2018 / OPUS
2625,do you think you,56,35.1,OpenSubtitles v2018 / OPUS
2626,did you tell,56,35.1,OpenSubtitles v2018 / OPUS
2627,yes it's,56,35.1,OpenSubtitles v2018 / OPUS
2628,you ma'am,56,35.1,OpenSubtitles v2018 / OPUS
2629,i'm gonna have,56,35.1,OpenSubtitles v2018 / OPUS
2630,all around,56,35.1,OpenSubtitles v2018 / OPUS
2631,let's just,56,35.1,OpenSubtitles v2018 / OPUS
2632,shouldn't be,56,35.1,OpenSubtitles v2018 / OPUS
2633,turned out,56,35.1,OpenSubtitles v2018 / OPUS
2634,made up,56,35.1,OpenSubtitles v2018 / OPUS
2635,running away,56,35.1,OpenSubtitles v2018 / OPUS
2636,died in,56,35.1,OpenSubtitles v2018 / OPUS
2637,i know you're,56,35.1,OpenSubtitles v2018 / OPUS
2638,a good man,56,35.1,OpenSubtitles v2018 / OPUS
2639,up again,56,35.1,OpenSubtitles v2018 / OPUS
2640,back from,56,35.1,OpenSubtitles v2018 / OPUS
2641,money in,56,35.1,OpenSubtitles v2018 / OPUS
2642,look around,56,35.1,OpenSubtitles v2018 / OPUS
2643,and find,56,35.1,OpenSubtitles v2018 / OPUS
2644,like you're,56,35.1,OpenSubtitles v2018 / OPUS
2645,you can't go,56,35.1,OpenSubtitles v2018 / OPUS
2646,move on,56,35.1,OpenSubtitles v2018 / OPUS
2647,to know what,56,35.1,OpenSubtitles v2018 / OPUS
2648,i'm thinking,56,35.1,OpenSubtitles v2018 / OPUS
2649,i just want to,56,35.1,OpenSubtitles v2018 / OPUS
2650,know why i,56,35.1,OpenSubtitles v2018 / OPUS
2651,to feel,56,35.1,OpenSubtitles v2018 / OPUS
2652,if you need,56,35.1,OpenSubtitles v2018 / OPUS
2653,he's my,56,35.1,OpenSubtitles v2018 / OPUS
2654,step on,56,35.1,OpenSubtitles v2018 / OPUS
2655,care of the,56,35.1,OpenSubtitles v2018 / OPUS
2656,here let,56,35.1,OpenSubtitles v2018 / OPUS
2657,to have a look,56,35.1,OpenSubtitles v2018 / OPUS
2658,it's always,56,35.1,OpenSubtitles v2018 / OPUS
2659,i want a,56,35.1,OpenSubtitles v2018 / OPUS
2660,there's some,56,35.1,OpenSubtitles v2018 / OPUS
2661,this one's,56,35.1,OpenSubtitles v2018 / OPUS
2662,no you don't,56,35.1,OpenSubtitles v2018 / OPUS
2663,it's been a long,56,35.1,OpenSubtitles v2018 / OPUS
2664,in that case,56,35.1,OpenSubtitles v2018 / OPUS
2665,you take care,56,35.1,OpenSubtitles v2018 / OPUS
2666,does not matter,56,35.1,OpenSubtitles v2018 / OPUS
2667,now you know,56,35.1,OpenSubtitles v2018 / OPUS
2668,aren't you going,56,35.1,OpenSubtitles v2018 / OPUS
2669,were on,56,35.1,OpenSubtitles v2018 / OPUS
2670,i'd never,56,35.1,OpenSubtitles v2018 / OPUS
2671,i'll try to,56,35.1,OpenSubtitles v2018 / OPUS
2672,you know if,56,35.1,OpenSubtitles v2018 / OPUS
2673,where'd you get,56,35.1,OpenSubtitles v2018 / OPUS
2674,on your feet,56,35.1,OpenSubtitles v2018 / OPUS
2675,i haven't seen,56,35.1,OpenSubtitles v2018 / OPUS
2676,well off,56,35.1,OpenSubtitles v2018 / OPUS
2677,sit down please,56,35.1,OpenSubtitles v2018 / OPUS
2678,i haven't the,56,35.1,OpenSubtitles v2018 / OPUS
2679,i hate the,56,35.1,OpenSubtitles v2018 / OPUS
2680,sure you won't,56,35.1,OpenSubtitles v2018 / OPUS
2681,take a good,56,35.1,OpenSubtitles v2018 / OPUS
2682,that we've,56,35.1,OpenSubtitles v2018 / OPUS
2683,off my,56,35.1,OpenSubtitles v2018 / OPUS
2684,what's the difference,56,35.1,OpenSubtitles v2018 / OPUS
2685,i don't care what,56,35.1,OpenSubtitles v2018 / OPUS
2686,run out of,56,35.1,OpenSubtitles v2018 / OPUS
2687,he'll have,56,35.1,OpenSubtitles v2018 / OPUS
2688,get him to,56,35.1,OpenSubtitles v2018 / OPUS
2689,to think about,56,35.1,OpenSubtitles v2018 / OPUS
2690,let's try,56,35.1,OpenSubtitles v2018 / OPUS
2691,ain't he,56,35.1,OpenSubtitles v2018 / OPUS
2692,wanted to get,56,35.1,OpenSubtitles v2018 / OPUS
2693,i'll take you,56,35.1,OpenSubtitles v2018 / OPUS
2694,quite right,56,35.1,OpenSubtitles v2018 / OPUS
2695,there's only one,56,35.1,OpenSubtitles v2018 / OPUS
2696,go into the,56,35.1,OpenSubtitles v2018 / OPUS
2697,what you're doing,56,35.1,OpenSubtitles v2018 / OPUS
2698,don't sit,56,35.1,OpenSubtitles v2018 / OPUS
2699,on yeller,56,35.1,OpenSubtitles v2018 / OPUS
2700,come on yeller,56,35.1,OpenSubtitles v2018 / OPUS
2701,just take,55,35.0,OpenSubtitles v2018 / OPUS
2702,my back,55,35.0,OpenSubtitles v2018 / OPUS
2703,you believe in,55,35.0,OpenSubtitles v2018 / OPUS
2704,yeah i know,55,35.0,OpenSubtitles v2018 / OPUS
2705,what on,55,35.0,OpenSubtitles v2018 / OPUS
2706,i'll take the,55,35.0,OpenSubtitles v2018 / OPUS
2707,i think that's,55,35.0,OpenSubtitles v2018 / OPUS
2708,a problem,55,35.0,OpenSubtitles v2018 / OPUS
2709,look you,55,35.0,OpenSubtitles v2018 / OPUS
2710,didn't know what,55,35.0,OpenSubtitles v2018 / OPUS
